Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	AuraSkill	AuraSkillLevel	PassSkill	PassSkillLevel	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	QuestTask
Phi Sa M¹c Cao QuËt	0	5	0	1			192				enemy083	0	0	0	0	0	37	38	20	11	10	10	Cong kich moc npc	0|5	Cong kich vat ly npc	0|8	Cong kich vat ly npc	0|8	Cong kich vat ly npc	0|8						\script\npclevelscript\makeboss.lua	100	0	0	8000	100	0	0	48000	0|10	100	0	0	1000	100	0	0	0	0	0	0	0	0	0	0	0	6	6	25	25	350	10	350	1	35	25	25	25	20	10	50	0	0	0|0	0|0	0|0	0|0	0|0	0|75	0|75	0|75	0|75	0|75	180	100	\settings\droprate\quai10x.ini	12	
TÈu Th¹ch M¹c Cao QuËt	0	5	0	1			187				enemy078	0	0	0	0	0	37	38	20	11	10	10	Cong kich kim npc	0|5	Cong kich vat ly npc	0|8	Cong kich vat ly npc	0|8	Cong kich vat ly npc	0|8						\script\npclevelscript\makeboss.lua	100	0	0	8000	100	0	0	48000	0|10	100	0	0	1000	100	0	0	0	0	0	0	0	0	0	0	0	6	6	25	25	350	10	350	1	35	25	25	25	20	10	50	0	0	0|0	0|0	0|0	0|0	0|0	0|75	0|75	0|75	0|75	0|75	180	100	\settings\droprate\quai10x.ini	12	
Sa §¹o M¹c Cao QuËt	0	5	0	1			243				enemy134	0	0	0	0	0	37	38	20	11	10	10	Cong kich moc npc	0|5	Cong kich vat ly npc	0|8	Cong kich vat ly npc	0|8	Cong kich vat ly npc	0|8						\script\npclevelscript\makeboss.lua	100	0	0	8000	100	0	0	48000	0|10	100	0	0	1000	100	0	0	0	0	0	0	0	0	0	0	0	6	6	25	25	350	10	350	1	35	25	25	25	20	10	50	0	0	0|0	0|0	0|0	0|0	0|0	0|75	0|75	0|75	0|75	0|75	180	100	\settings\droprate\quai10x.ini	12	
Phi Sa	0	5	0	1			242				enemy128	0	0	0	0	0	37	38	20	11	10	10	Cong kich kim npc	0|4	Cong kich kim npc	0|8	Cong kich kim npc	0|8	Cong kich kim npc	0|8						\script\npclevelscript\makeboss.lua	100	0	0	2434	100	0	0	48000	0|10	100	0	0	1000	100	0	0	0	0	0	0	0	0	0	0	0	6	6	25	25	350	10	350	1	35	25	25	25	20	10	50	0	0	0|0	0|0	0|0	0|0	0|0	0|75	0|75	0|75	0|75	0|75	270	100	\settings\droprate\quai10x.ini	12	
M¹c TÆc	0	5	0	1			238				enemy130	0	0	0	0	0	37	38	20	11	10	10	Cong kich moc npc	0|4	Cong kich moc npc	0|8	Cong kich moc npc	0|8	Cong kich moc npc	0|8						\script\npclevelscript\makeboss.lua	100	0	0	2434	100	0	0	48000	0|10	100	0	0	1000	100	0	0	0	0	0	0	0	0	0	0	0	6	6	25	25	350	10	350	1	35	25	25	25	20	10	50	0	0	0|0	0|0	0|0	0|0	0|0	0|75	0|75	0|75	0|75	0|75	270	100	\settings\droprate\quai10x.ini	12	
Ng©n Nha	0	5	0	1			242				enemy138	0	0	0	0	0	37	38	20	11	10	10	Cong kich thuy npc	0|4	Cong kich thuy npc	0|8	Cong kich thuy npc	0|8	Cong kich thuy npc	0|8						\script\npclevelscript\makeboss.lua	100	0	0	2434	100	0	0	48000	0|10	100	0	0	1000	100	0	0	0	0	0	0	0	0	0	0	0	6	6	25	25	350	10	350	1	35	25	25	25	20	10	50	0	0	0|0	0|0	0|0	0|0	0|0	0|75	0|75	0|75	0|75	0|75	270	100	\Settings\droprate\quai10x.ini	12	
B«n L«i	0	5	0	1			238				enemy082	0	0	0	0	0	37	38	20	11	10	10	Cong kich hoa npc	0|5	Cong kich hoa npc	0|8	Cong kich hoa npc	0|8	Cong kich hoa npc	0|8						\script\npclevelscript\makeboss.lua	100	0	0	8000	100	0	0	48000	0|10	100	0	0	1000	100	0	0	0	0	0	0	0	0	0	0	0	6	6	25	25	350	10	350	1	35	25	25	25	20	10	50	0	0	0|0	0|0	0|0	0|0	0|0	0|75	0|75	0|75	0|75	0|75	180	100	\Settings\droprate\quai10x.ini	12	
L·nh Cung	0	5	0	1			242				enemy086	0	0	0	0	0	37	38	20	11	10	10	Cong kich tho npc	0|5	Cong kich tho npc	0|8	Cong kich tho npc	0|8	Cong kich tho npc	0|8						\script\npclevelscript\makeboss.lua	100	0	0	8000	100	0	0	48000	0|10	100	0	0	1000	100	0	0	0	0	0	0	0	0	0	0	0	6	6	25	25	350	10	350	1	35	25	25	25	20	10	50	0	0	0|0	0|0	0|0	0|0	0|0	0|75	0|75	0|75	0|75	0|75	180	100	\Settings\droprate\quai10x.ini	12	
S­¬ng §ao	0	5	0	1			238				enemy123	0	0	0	0	0	37	38	20	11	10	10	Cong kich tho npc	0|5	Cong kich tho npc	0|8	Cong kich tho npc	0|8	Cong kich tho npc	0|8						\script\npclevelscript\makeboss.lua	100	0	0	8000	100	0	0	48000	0|10	100	0	0	1000	100	0	0	0	0	0	0	0	0	0	0	0	6	6	25	25	350	10	350	1	35	25	25	25	20	10	50	0	0	0|0	0|0	0|0	0|0	0|0	0|75	0|75	0|75	0|75	0|75	180	100	\Settings\droprate\quai10x.ini	12	
§Çu «ng ®Þa	0	5	0	1			48				npc050111001	0	0	0	0	0	28	28	31	8	14	14	Phong S­¬ng To¸i ¶nh	0|30	PhËt Quang Phæ ChiÕu	0|30	Phong S­¬ng To¸i ¶nh	0|30	PhËt Quang Phæ ChiÕu	0|30						\script\npclevelscript\makeboss.lua	100	0	0	45000	100	0	0	1000000	0|100	100	0.07	02.May	500000	100	0.1	02.May	1000	100	0.01	0.1	3	100	0.01	0.3	3	6	6	25	25	400	10	700	1	60	30	60	40	60	10	0	0	10	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	99999999	100		5	
L©n S­ Ngµy TÕt 1 	0	5	0	41			253				npc050111002	0	0	0	0	0	25	31	30	10	24	12	Thiªn Ngo¹i L­u Tinh	0|50	Ma DiÖm ThÊt S¸t	0|50	Thiªn Ngo¹i L­u Tinh	0|50	L«i §éng Cöu Thiªn	0|50						\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	12000000	0|100000	100	0	0	5000	100	0	0	1000	100	0	0	200	100	0	0	200	12	12	15	15	700	300	400	6	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	99999999	100	\settings\droprate\bosshk.ini	6	
L©n S­ Ngµy TÕt 2 	0	5	0	41			253				npc050111003	0	0	0	0	0	25	31	30	10	24	12	Thiªn Ngo¹i L­u Tinh	0|50	Ma DiÖm ThÊt S¸t	0|50	Thiªn Ngo¹i L­u Tinh	0|50	L«i §éng Cöu Thiªn	0|50						\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	12000000	0|100000	100	0	0	5000	100	0	0	1000	100	0	0	200	100	0	0	200	12	12	15	15	700	300	400	6	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	99999999	100	\settings\droprate\bosshk.ini	6	
Long Ch©u	0	5	0	1			253				npc050111004	0	0	0	0	0	37	38	20	11	10	10	Thiªn §Þa V« Cùc	0|30	V« Ng· V« KiÕm 	0|30	Thiªn §Þa V« Cùc	0|30	V« Ng· V« KiÕm	0|30						\script\npclevelscript\makeboss.lua	100	0	0	45000	100	0	0	1000000	0|100	100	0	0	50000	100	0	0	30000	100	0	0	200	100	0	0	200	15	15	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	99999999	100		5	
§Çu Rång	0	5	0	1			253				npc050111005	0	0	0	0	0	37	38	20	11	10	10	Thiªn Ngo¹i L­u Tinh	0|30	Ma DiÖm ThÊt S¸t	0|30	Thiªn Ngo¹i L­u Tinh	0|30	Ma DiÖm ThÊt S¸t	0|30						\script\npclevelscript\makeboss.lua	100	0	0	45000	100	0	0	1000000	0|100	100	0	0	50000	100	0	0	30000	100	0	0	200	100	0	0	200	15	15	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	99999999	100		5	
K× L©n	0	5	0	1			253				enemy224	0	0	0	0	0	37	38	20	11	10	10	Phi Long T¹i Thien	0|30	Thiªn H¹ V« CÈu	0|30	Phi Long T¹i Thien	0|30	Thiªn H¹ V« CÈu	0|30						\script\npclevelscript\makeboss.lua	100	0	0	45000	100	0	0	1000000	0|100	100	0	0	50000	100	0	0	30000	100	0	0	200	100	0	0	200	15	15	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	99999999	100		5	
§¹o Thanh Ch©n Nh©n	0	5	0	41			135				boss001	0	0	0	0	0	25	31	30	10	24	12	Thiªn §Þa V« Cùc	0|60	V« Ng· V« KiÕm 	0|60	Thiªn §Þa V« Cùc	0|60	V« Ng· V« KiÕm	0|60						\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|58	100	0	0	5000	100	0	0	1000	100	0	0	200	100	0	0	200	12	12	15	15	700	300	400	6	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	99999999	100	\settings\droprate\bosshk.ini	6	
Gia LuËt TÞ Li	0	5	0	41			135				boss011	0	0	0	0	0	25	31	30	10	24	12	Thiªn Ngo¹i L­u Tinh	0|60	Thiªn Ngo¹i L­u Tinh	0|60	Thiªn Ngo¹i L­u Tinh	0|60	Thiªn Ngo¹i L­u Tinh	0|60						\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|250000	100	0	0	3500	500	0	0	3500	100	0	0	200	100	0	0	200	25	25	3	3	700	300	400	6	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	99999999	100	\settings\droprate\bosshk.ini	6	
Hµ Nh©n Ng· 	0	5	0	41			135				boss013	0	0	0	0	0	25	31	30	10	24	12	Phi Long T¹i Thiªn	0|60	Thiªn H¹ V« CÈu	0|60	Phi Long T¹i Thiªn	0|60	Thiªn H¹ V« CÈu	0|60						\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|250000	100	0	0	3500	500	0	0	3500	100	0	0	200	100	0	0	200	25	25	5	5	700	300	400	6	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	99999999	100	\settings\droprate\bosshk.ini	6	
Cæ B¸ch	0	5	0	41			135				boss018	0	0	0	0	0	25	31	30	10	24	12	Truy Phong QuyÕt	0|50	Truy Phong QuyÕt	0|50	Truy Phong QuyÕt	0|50	§o¹n Hån ThÝch	0|50						\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|61	100	0	0	5000	100	0	0	1000	100	0	0	200	100	0	0	200	12	12	15	15	700	300	400	6	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	99999999	100	\settings\droprate\bosshk.ini	6	
TuyÒn C« Tö	0	5	0	41			135				boss017	0	0	0	0	0	25	31	30	10	24	12	Ng¹o TuyÕt Tiªu Phong	0|60	Ng¹o TuyÕt Tiªu Phong	0|60	Ng¹o TuyÕt Tiªu Phong	0|60	Ng¹o TuyÕt Tiªu Phong	0|60						\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|250000	100	0	0	3500	500	0	0	3500	100	0	0	200	100	0	0	200	25	25	3	3	700	300	400	6	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	99999999	100	\settings\droprate\bosshk.ini	6	
YÕn HiÓu Trai	0	5	0	41			135				boss023	0	0	0	0	0	25	31	30	10	24	12	B¨ng Tung V« ¶nh	0|50	B¨ng T©m Tiªn Tö	0|50	B¨ng Tung V« ¶nh	0|50	B¨ng T©m Tiªn Tö	0|50						\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|63	100	0	0	5000	100	0	0	1000	100	0	0	200	100	0	0	200	12	12	15	15	700	300	400	6	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	99999999	100	\settings\droprate\bosshk.ini	6	
HuyÒn Gi¸c §¹i S­	0	5	0	41			135				boss003	0	0	0	0	0	25	31	30	10	24	12	§¹t Ma §é Giang	0|50	S­ Tö Hèng	0|50	§¹t Ma §é Giang	0|50	V« T­íng Tr¶m	0|50	La H¸n TrËn	0|5				\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|64	100	0	0	5000	100	0	0	1000	100	0	0	200	100	0	0	200	12	12	15	15	700	300	400	6	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	99999999	100	\settings\droprate\bosshk.ini	6	
B¹ch Doanh Doanh	0	5	0	41			135				boss007	0	0	0	0	0	25	31	30	10	24	12	¢m Phong Thùc Cèt	0|50	HuyÒn ¢m Tr¶m	0|50	¢m Phong Thùc Cèt	0|50	HuyÒn ¢m Tr¶m	0|50						\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|65	100	0	0	5000	100	0	0	1000	100	0	0	200	100	0	0	200	12	12	15	15	700	300	400	6	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	99999999	100	\settings\droprate\bosshk.ini	6	
Hµ Linh Phiªu	0	5	0	41			135				boss002	0	0	0	0	0	25	31	30	10	24	12	Phong S­¬ng To¸i ¶nh	0|50	Tam Nga TÒ TuyÕt	0|50	Phong S­¬ng To¸i ¶nh	0|50	Tam Nga TÒ TuyÕt	0|50						\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|66	100	0	0	5000	100	0	0	1000	100	0	0	200	100	0	0	200	12	12	15	15	700	300	400	6	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	99999999	100	\settings\droprate\bosshk.ini	6	
§­êng BÊt NhiÔm	0	5	0	41			135				boss019	0	0	0	0	0	25	31	30	10	24	12	Cöu Cung Phi Tinh	0|50	B¹o Vò Lª Hoa	0|50	NhiÕp Hån NguyÖt ¶nh	0|50	Cöu Cung Phi Tinh	0|50						\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|67	100	0	0	5000	100	0	0	1000	100	0	0	200	100	0	0	200	12	12	15	15	700	300	400	6	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	99999999	100	\settings\droprate\bosshk.ini	6	
LiÔu Thanh Thanh	0	5	0	41			135				enemy173	0	0	0	0	0	25	31	30	10	24	12	TiÓu Lý Phi §ao	0|20	T¸n Hoa Tiªu	0|20	TiÓu Lý Phi §ao	0|20	T¸n Hoa Tiªu	0|20						\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|68	100	0	0	5000	100	0	0	1000	100	0	0	200	100	0	0	200	12	12	15	15	700	300	400	6	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	99999999	100	\settings\droprate\bosshk.ini	6	
DiÖu Nh­	0	5	0	41			135				enemy056	0	0	0	0	0	25	31	30	10	24	12	BÊt DiÖt BÊt TuyÖt	0|20	PhËt Quang Phæ ChiÕu	0|20	BÊt DiÖt BÊt TuyÖt	0|20	PhËt Quang Phæ ChiÕu	0|20						\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|69	100	0	0	5000	100	0	0	1000	100	0	0	200	100	0	0	200	12	12	15	15	700	300	400	6	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	99999999	100	\settings\droprate\bosshk.ini	6	
Tr­¬ng T«ng ChÝnh	0	5	0	41			135				enemy003	0	0	0	0	0	25	31	30	10	24	12	V« Ng· V« KiÕm	0|20	B¾c CÊp NhÞ Phôc	0|20	V« Ng· V« KiÕm	0|20	B¾c CÊp NhÞ Phôc	0|20						\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|70	100	0	0	5000	100	0	0	1000	100	0	0	200	100	0	0	200	12	12	15	15	700	300	400	6	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	99999999	100	\settings\droprate\bosshk.ini	6	
Thanh TuyÖt S­ Th¸i	0	5	0	41			135				boss004	0	0	0	0	0	25	31	30	10	24	12	Phong S­¬ng To¸i ¶nh	0|50	PhËt Quang Phæ ChiÕu	0|50	Phong S­¬ng To¸i ¶nh	0|50	PhËt Quang Phæ ChiÕu	0|50						\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|71	100	0	0	5000	100	0	0	1000	100	0	0	200	100	0	0	200	12	12	15	15	700	300	400	6	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	99999999	100		6	
V­¬ng T¸	0	5	0	41			135				boss024	0	0	0	0	0	25	31	30	10	24	12	Truy Tinh Trôc NguyÖt	0|50	Truy Tinh Trôc NguyÖt	0|50	Truy Tinh Trôc NguyÖt	0|50	§o¹n Hån ThÝch	0|50						\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|72	100	0	0	5000	100	0	0	1000	100	0	0	200	100	0	0	200	12	12	15	15	700	300	400	6	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	99999999	100		6	
M¹nh Th­êng L­¬ng	0	5	0	41			135				boss012	0	0	0	0	0	25	31	30	10	24	12	Phi Long T¹i Thiªn	0|50	Thiªn H¹ V« CÈu	0|50	Phi Long T¹i Thiªn	0|50	Thiªn H¹ V« CÈu	0|50						\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	10000000	0|73	100	0	0	5000	100	0	0	1000	100	0	0	200	100	0	0	200	12	12	15	15	700	300	400	6	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	99999999	100		6	
Vâ §ang S¸t Thñ	0	5	4	8			135				boss001	0	0	0	0	0	37	38	20	11	10	10	Cong kich kim npc	0|15	Cong kich vat ly npc	0|15	Cong kich vat ly npc	0|15	Cong kich vat ly npc	0|15						\script\npclevelscript\makeboss.lua	100	0	0	2434	100	0	0	500000	0|100	100	0	0	1000	100	0	0	0	0	0	0	0	0	0	0	0	6	6	25	25	350	10	350	1	35	25	25	25	20	10	50	0	0	0|0	0|0	0|0	0|0	0|0	0|25	0|25	0|25	0|25	0|25	5400	100	\settings\droprate\satthu\satthu9xvd.ini	3	56
Thiªn NhÉn S¸t thñ	0	5	3	8			135				boss011	0	0	0	0	0	37	38	20	11	10	10	Cong kich kim npc	0|16	Cong kich vat ly npc	0|16	Cong kich vat ly npc	0|16	Cong kich vat ly npc	0|16						\script\npclevelscript\makeboss.lua	100	0	0	2434	100	0	0	500000	0|100	100	0	0	1000	100	0	0	0	0	0	0	0	0	0	0	0	6	6	25	25	350	10	350	1	35	25	25	25	20	10	50	0	0	0|0	0|0	0|0	0|0	0|0	0|25	0|25	0|25	0|25	0|25	5400	100	\settings\droprate\satthu\satthu9xtn.ini	3	56
C¸I Bang S¸t Thñ	0	5	3	8			135				boss013	0	0	0	0	0	37	38	20	11	10	10	Cong kich kim npc	0|17	Cong kich vat ly npc	0|17	Cong kich vat ly npc	0|17	Cong kich vat ly npc	0|17						\script\npclevelscript\makeboss.lua	100	0	0	2434	100	0	0	500000	0|100	100	0	0	1000	100	0	0	0	0	0	0	0	0	0	0	0	6	6	25	25	350	10	350	1	35	25	25	25	20	10	50	0	0	0|0	0|0	0|0	0|0	0|0	0|25	0|25	0|25	0|25	0|25	5400	100	\settings\droprate\satthu\satthu9xcb.ini	3	56
Thiªn V­¬ng S¸t Thñ	0	5	0	8			135				boss018	0	0	0	0	0	37	38	20	11	10	10	Cong kich kim npc	0|18	Cong kich vat ly npc	0|18	Cong kich vat ly npc	0|18	Cong kich vat ly npc	0|18						\script\npclevelscript\makeboss.lua	100	0	0	2434	100	0	0	500000	0|100	100	0	0	1000	100	0	0	0	0	0	0	0	0	0	0	0	6	6	25	25	350	10	350	1	35	25	25	25	20	10	50	0	0	0|0	0|0	0|0	0|0	0|0	0|25	0|25	0|25	0|25	0|25	5400	100	\settings\droprate\satthu\satthu9xtv.ini	3	56
C«n L«n S¸t Thñ	0	5	4	8			135				boss017	0	0	0	0	0	37	38	20	11	10	10	Cong kich kim npc	0|19	Cong kich vat ly npc	0|19	Cong kich vat ly npc	0|19	Cong kich vat ly npc	0|19						\script\npclevelscript\makeboss.lua	100	0	0	2434	100	0	0	500000	0|100	100	0	0	1000	100	0	0	0	0	0	0	0	0	0	0	0	6	6	25	25	350	10	350	1	35	25	25	25	20	10	50	0	0	0|0	0|0	0|0	0|0	0|0	0|25	0|25	0|25	0|25	0|25	5400	100	\settings\droprate\satthu\satthu9xcl.ini	3	56
Thóy Yªn S¸t Thñ	0	5	2	8			135				boss023	0	0	0	0	0	37	38	20	11	10	10	Cong kich kim npc	0|20	Cong kich vat ly npc	0|20	Cong kich vat ly npc	0|20	Cong kich vat ly npc	0|20						\script\npclevelscript\makeboss.lua	100	0	0	2434	100	0	0	500000	0|100	100	0	0	1000	100	0	0	0	0	0	0	0	0	0	0	0	6	6	25	25	350	10	350	1	35	25	25	25	20	10	50	0	0	0|0	0|0	0|0	0|0	0|0	0|25	0|25	0|25	0|25	0|25	5400	100	\settings\droprate\satthu\satthu9xty.ini	3	56
ThiÕu L©m S¸t Thñ	0	5	0	8			135				boss003	0	0	0	0	0	37	38	20	11	10	10	Cong kich kim npc	0|21	Cong kich vat ly npc	0|21	Cong kich vat ly npc	0|21	Cong kich vat ly npc	0|21						\script\npclevelscript\makeboss.lua	100	0	0	2434	100	0	0	500000	0|100	100	0	0	1000	100	0	0	0	0	0	0	0	0	0	0	0	6	6	25	25	350	10	350	1	35	25	25	25	20	10	50	0	0	0|0	0|0	0|0	0|0	0|0	0|25	0|25	0|25	0|25	0|25	5400	100	\settings\droprate\satthu\satthu9xtl.ini	3	56
Ngò §éc S¸t Thñ	0	5	1	8			135				boss007	0	0	0	0	0	37	38	20	11	10	10	Cong kich kim npc	0|22	Cong kich vat ly npc	0|22	Cong kich vat ly npc	0|22	Cong kich vat ly npc	0|22						\script\npclevelscript\makeboss.lua	100	0	0	2434	100	0	0	500000	0|100	100	0	0	1000	100	0	0	0	0	0	0	0	0	0	0	0	6	6	25	25	350	10	350	1	35	25	25	25	20	10	50	0	0	0|0	0|0	0|0	0|0	0|0	0|25	0|25	0|25	0|25	0|25	5400	100	\settings\droprate\satthu\satthu9xnd.ini	3	56
Nga My S¸t Thñ	0	5	2	8			135				boss002	0	0	0	0	0	37	38	20	11	10	10	Cong kich kim npc	0|23	Cong kich vat ly npc	0|23	Cong kich vat ly npc	0|23	Cong kich vat ly npc	0|23						\script\npclevelscript\makeboss.lua	100	0	0	2434	100	0	0	500000	0|100	100	0	0	1000	100	0	0	0	0	0	0	0	0	0	0	0	6	6	25	25	350	10	350	1	35	25	25	25	20	10	50	0	0	0|0	0|0	0|0	0|0	0|0	0|25	0|25	0|25	0|25	0|25	5400	100	\settings\droprate\satthu\satthu9xnm.ini	3	56
§­êng M«n S¸t Thñ	0	5	1	8			135				boss019	0	0	0	0	0	37	38	20	11	10	10	Cong kich kim npc	0|24	Cong kich vat ly npc	0|24	Cong kich vat ly npc	0|24	Cong kich vat ly npc	0|24						\script\npclevelscript\makeboss.lua	100	0	0	2434	100	0	0	500000	0|100	100	0	0	1000	100	0	0	0	0	0	0	0	0	0	0	0	6	6	25	25	350	10	350	1	35	25	25	25	20	10	50	0	0	0|0	0|0	0|0	0|0	0|0	0|25	0|25	0|25	0|25	0|25	5400	100	\settings\droprate\satthu\satthu9xdm.ini	3	56
Vâ §ang S¸t Thñ	0	5	4	8			112				boss001	0	0	0	0	0	37	38	20	11	10	10	Cong kich kim npc	0|25	Cong kich vat ly npc	0|25	Cong kich vat ly npc	0|25	Cong kich vat ly npc	0|25						\script\npclevelscript\makeboss.lua	100	0	0	2434	100	0	0	300000	0|50	100	0	0	1000	100	0	0	0	0	0	0	0	0	0	0	0	6	6	25	25	350	10	350	1	35	25	25	25	20	10	50	0	0	0|0	0|0	0|0	0|0	0|0	0|25	0|25	0|25	0|25	0|25	5400	100	\settings\droprate\satthu\satthu7xvd.ini	3	55
Thiªn NhÉn S¸t thñ	0	5	3	8			116				boss011	0	0	0	0	0	37	38	20	11	10	10	Cong kich kim npc	0|26	Cong kich vat ly npc	0|26	Cong kich vat ly npc	0|26	Cong kich vat ly npc	0|26						\script\npclevelscript\makeboss.lua	100	0	0	2434	100	0	0	300000	0|50	100	0	0	1000	100	0	0	0	0	0	0	0	0	0	0	0	6	6	25	25	350	10	350	1	35	25	25	25	20	10	50	0	0	0|0	0|0	0|0	0|0	0|0	0|25	0|25	0|25	0|25	0|25	5400	100	\settings\droprate\satthu\satthu7xtn.ini	3	55
C¸I Bang S¸t Thñ	0	5	3	8			125				boss013	0	0	0	0	0	37	38	20	11	10	10	Cong kich kim npc	0|27	Cong kich vat ly npc	0|27	Cong kich vat ly npc	0|27	Cong kich vat ly npc	0|27						\script\npclevelscript\makeboss.lua	100	0	0	2434	100	0	0	300000	0|50	100	0	0	1000	100	0	0	0	0	0	0	0	0	0	0	0	6	6	25	25	350	10	350	1	35	25	25	25	20	10	50	0	0	0|0	0|0	0|0	0|0	0|0	0|25	0|25	0|25	0|25	0|25	5400	100	\settings\droprate\satthu\satthu7xcb.ini	3	55
Thiªn V­¬ng S¸t Thñ	0	5	0	8			126				boss018	0	0	0	0	0	37	38	20	11	10	10	Cong kich kim npc	0|28	Cong kich vat ly npc	0|28	Cong kich vat ly npc	0|28	Cong kich vat ly npc	0|28						\script\npclevelscript\makeboss.lua	100	0	0	2434	100	0	0	300000	0|50	100	0	0	1000	100	0	0	0	0	0	0	0	0	0	0	0	6	6	25	25	350	10	350	1	35	25	25	25	20	10	50	0	0	0|0	0|0	0|0	0|0	0|0	0|25	0|25	0|25	0|25	0|25	5400	100	\settings\droprate\satthu\satthu7xtv.ini	3	55
