SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetObj	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LevelUpScript	SkillDesc	IsSkillPhysical	IsSkillMagic	IsSkillTrain
Vò §¶ Lª Hoa	lzlsky301	139	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_21.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	\sound\skill\Óê´òÀæ»¨.wav	\sound\skill\?¨º?¨°???¡§.wav	0	0	0	0	448	15	3	10	2	6	71	1	4	1	10	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	140	30	20	1	1	0	0	0	0	0	0				0	0	\script\skill\cuiyan.lua	seriesdamage_p	yuda_lihua	physicsenhance_p	yuda_lihua	skill_eventskilllevel	yuda_lihua	skill_cost_v	yuda_lihua	colddamage_v	yuda_lihua	addskilldamage1	yuda_lihua		yuda_lihua		yuda_lihua		yuda_lihua		yuda_lihua		Thuý yªn trung cÊp chiªu thøc, b¨ng s¸t cùc cao	1	0	0
Vò §¶ Lª Hoa st	lzlsky301	140		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_42.spr				0	0	2	0	180	0	1	0	2	6	72	1	1	1	11	0	0	5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	20	1	0	0	0	0	0	0	0				1	0	\script\skill\cuiyan.lua		yuda_lihua	physicsenhance_p	yuda_lihua	skill_eventskilllevel	yuda_lihua	skill_cost_v	yuda_lihua	colddamage_v	yuda_lihua	addskilldamage1	yuda_lihua		yuda_lihua		yuda_lihua		yuda_lihua		yuda_lihua			1	0	0
Phï V©n Tan TuyÕt	lzlsky301	141	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_42.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k010.wav	0	0	0	0	400	0	0	0	2	6	73	1	1	1	11	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	1	0	0	0		0					0	0	\script\skill\cuiyan.lua	colddamage_v	fuyun_sanxue	skill_eventskilllevel	fuyun_sanxue	skill_cost_v	fuyun_sanxue	seriesdamage_p	fuyun_sanxue	addskilldamage1	fuyun_sanxue		fuyun_sanxue		fuyun_sanxue		fuyun_sanxue		fuyun_sanxue		fuyun_sanxue		Chiªu thøc cao cÊp, b¨ng s¸t cùc kú lîi h¹i	0	1	0
Hé ThÓ Hµn B¨ng	lzlsky301	142	11	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_02.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	\sound\skill\»¤Ìåº®±ù.wav	\sound\skill\sound_k017.wav	31	0	2	0	400	0	0	0	2	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0	0	0	0				0	0	\script\skill\cuiyan.lua	meleedamagereturn_p	huti_hanbing	rangedamagereturn_p	huti_hanbing	skill_cost_v	huti_hanbing		huti_hanbing		huti_hanbing		huti_hanbing		huti_hanbing		huti_hanbing		huti_hanbing		huti_hanbing		Thuý ye6n t©m ph¸p, ph¶n l¹i ®ßn s¸t th­¬ng cña ®èi ph­¬ng	0	0	0
TuyÕt ¶nh	lzlsky301	143	11	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_32.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k017.wav	33	0	2	0	400	0	0	0	2	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0	0	0	0				0	0	\script\skill\cuiyan.lua	castspeed_v	xueying	skill_cost_v	xueying	fastwalkrun_p	xueying	attackspeed_v	xueying		xueying		xueying		xueying		xueying		xueying		xueying		Thuý yªn cao cÊp néi c«ng, t¨ng tèc ®é di chuyÓn vµ xuÊt chiªu	0	0	0
B¨ng Cèt TuyÕt T©m	lzlsky301	144	12	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_43.spr				0	0	3	0	0	0	0	0	2	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					1	0	\script\skill\cuiyan.lua	addcoldmagic_v	binggu_xuexin	addcolddamage_v	binggu_xuexin	deadlystrikeenhance_p	binggu_xuexin	addphysicsmagic_v	binggu_xuexin	coldenhance_p	binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		binggu_xuexin		Néi c«ng chÝ cao, dïng b¨ng bao v©y khiÕn ®èi ph­¬ng kh«ng thÓ xoay së¬3xoay so.	0	0	0
Môc D· L­u Tinh	lzlsky301	145	1	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_31.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	\sound\skill\sound_k009.wav	\sound\skill\sound_k009.wav	0	0	0	0	420	0	0	0	2	6	146	1	1	0	10	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	1	1	0	0	1	0	0	0				0	0	\script\skill\cuiyan.lua	physicsenhance_p	muye_liuxing	colddamage_v	muye_liuxing	skill_eventskilllevel	muye_liuxing	skill_attackradius	muye_liuxing	skill_cost_v	muye_liuxing	seriesdamage_p	muye_liuxing	addskilldamage1	muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		Thuý yªn chiªu thøc cao cÊp, b¨ng sw¸t cùc kú lîi h¹i	1	0	0
Môc D· L­u Tinh st	lzlsky301	146	1	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_31.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k009.wav	0	0	0	0	570	0	0	0	2	6	74	1	1	1	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	10	0	1	0	0	0				0	0	\script\skill\cuiyan.lua	physicsenhance_p	muye_liuxing	colddamage_v	muye_liuxing	skill_eventskilllevel	muye_liuxing	skill_attackradius	muye_liuxing	skill_cost_v	muye_liuxing	seriesdamage_p	muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		muye_liuxing		Thuy Yen Chieu thuc cao cap, Bang sat cuc ky loi hai	0	0	0
BÝch H¶i TriÒu Sinh	lzlsky301	147	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_41.spr	0	0	0	0	0	0	0	600	0	5	1	2	3	75	0	16	1	11	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	-2	1	0	0	0		0					0	0	\script\skill\cuiyan.lua	physicsdamage_v	bihai_chaosheng	colddamage_v	bihai_chaosheng	skill_cost_v	bihai_chaosheng	seriesdamage_p	bihai_chaosheng	skill_eventskilllevel	bihai_chaosheng	addskilldamage1	bihai_chaosheng	addskilldamage2	bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		bihai_chaosheng		Chiªu thøc cao cÊp, b¨ng s¸t cùc kú lîi h¹i	0	1	0
B¨ng Tung V« ¶nh	lzlsky301	148	601	0	\spr\Ui\skill\±ùÐÄÑ©Á«.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	\sound\skill\sound_k009.wav	0	0	0	0	512	15	0	1	2	2	76	1	5	1	10	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	149	0	0	80	0	1	1	1	0	2	0	0	0				0	0	\script\skill\cuiyan.lua	physicsenhance_p	bingzong_wuying	colddamage_v	bingzong_wuying	missle_speed_v	bingzong_wuying	skill_eventskilllevel	bingzong_wuying	skill_cost_v	bingzong_wuying	seriesdamage_p	bingzong_wuying	skill_misslenum_v	bingzong_wuying	skill_skillexp_v	bingzong_wuying		bingzong_wuying		bingzong_wuying		§ao ph¸p tèi cao, b¨ng s¸t cùc kú lîi h¹i 	1	0	1
B¨ng T©m TuyÕt Liªn	lzlsky301	149		0	\spr\Ui\skill\±ùÐÄÑ©Á«.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	\sound\skill\·ð¹âÆÕÕÕ.wav	\sound\skill\sound_k010.wav	0	0	2	0	400	0	2	3	2	7	77	1	1	1	11	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	0	-2	1	10	0	0	0	64	0				0	0	\script\skill\cuiyan.lua	colddamage_v	bingxin_xuelian	seriesdamage_p	bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		bingxin_xuelian		Nga mi tuyÖt ®Ønh vâ c«ng, s¸t th­¬ng trªn diÖn réng 	0	0	0
B¨ng T©m Tiªn Tö	lzlsky301	150	602	0	\spr\Ui\skill\·çÑ©±ùÌì.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k006.wav	0	0	0	0	480	15	0	0	2	1	78	1	1	1	11	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	1	151	4	0	0	0	0	80	0	-2	1	0	0	0		5	0				0	0	\script\skill\cuiyan.lua	physicsdamage_v	bingxin_xianzi	colddamage_v	bingxin_xianzi	missle_speed_v	bingxin_xianzi	seriesdamage_p	bingxin_xianzi	skill_cost_v	bingxin_xianzi	skill_eventskilllevel	bingxin_xianzi	skill_skillexp_v	bingxin_xianzi		bingxin_xianzi		bingxin_xianzi		bingxin_xianzi		Song ®ao cao cÊp, b¨ng s¸t cùc kú lîi h¹i	0	1	1
Phong TuyÕt B¨ng Thiªn	lzlsky301	151		0	\spr\Ui\skill\·çÑ©±ùÌì.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k010.wav	0	0	2	0	400	0	0	0	2	7	79	1	1	1	11	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	0	-2	1	0	0	0		0					0	0	\script\skill\cuiyan.lua	colddamage_v	fengxue_bingtian	seriesdamage_p	bingxin_xianzi		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		fengxue_bingtian		Di thuat toi cao, Bang sat tren dien rong.	0	1	0
KiÕn NhÉn Th©n Thñ	lzlsky301	152	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_21.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	300	0	0	0	4	1	80	0	1	1	11	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	1	0	0	0		0					0	0	\script\skill\gaibang.lua	firedamage_v	jianren_shenshou	skill_eventskilllevel	jianren_shenshou	missle_speed_v	jianren_shenshou	skill_attackradius	jianren_shenshou	skill_cost_v	jianren_shenshou	seriesdamage_p	jianren_shenshou	addskilldamage1	jianren_shenshou	addskilldamage2	jianren_shenshou		jianren_shenshou		jianren_shenshou		Ch­ëng ph¸p nhËp m«n, s¸t th­¬ng ®èi thñ ®¬n lÎe3	0	1	0
Diªn M«n Th¸c B¸t	lzlsky301	153	1	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_11.spr		\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	240	0	0	0	4	1	81	0	1	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	2	0	0	0	0		0					0	0	\script\skill\gaibang.lua	physicsenhance_p	yanmen_tuobo	firedamage_v	yanmen_tuobo	skill_eventskilllevel	yanmen_tuobo	missle_speed_v	yanmen_tuobo	skill_attackradiu	yanmen_tuobo	skill_cost_v	yanmen_tuobo	seriesdamage_p	yanmen_tuobo	addskilldamage1	yanmen_tuobo	addskilldamage2	yanmen_tuobo		yanmen_tuobo		Bæng ph¸p nhËp m«n, c«ng kÝch ®èi ph­¬ng ®¬n lÎ	1	0	0
C¸i Bang Ch­ëng Ph¸p	lzlsky301	154	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_aq.spr				0	0	3	0	0	0	0	0	4	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\gaibang.lua	addfiremagic_v	gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		gaibang_zhangfa		T¨ng hiÖu qu¶ c«ng kÝch tay kh«ng	0	0	0
C¸i Bang Bæng Ph¸p	lzlsky301	155	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_gf.spr				0	0	3	0	0	0	0	0	4	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	2	0	0	0	0		0					1	0	\script\skill\gaibang.lua	addphysicsdamage_p	gaibang_bangfa	deadlystrikeenhance_p	gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		gaibang_bangfa		T¨ng hiÖu qu¶ sö dông ®ao	0	0	0
Ho¶ DiÖm Vi Di	lzlsky301	156	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_42.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr			0	0	3	0	400	0	0	0	4	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	20	-2	0	0	0	0		0					0	0	\script\skill\gaibang.lua	meleedamagereturn_p	huaxian_weiyi	adddefense_v	huaxian_weiyi		huaxian_weiyi		huaxian_weiyi	huaxian_weiyi	huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		huaxian_weiyi		C¸I bang tuyÖt kü, t¨ng kh¶ n¨ng di chuyÓn chiªn ®Êu	0	0	0
Gi¸ng Long Ch­ëng	lzlsky301	157	31	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_32.spr				0	0	3	0	0	0	0	0	4	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\gaibang.lua	lifemax_p	xianglong_zhang	manamax_p	xianglong_zhang	addfiremagic_v	xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		xianglong_zhang		Tran bang Chuong phap, Chuyen hoa Sinh luc thanh noi luc.	0	0	0
§¶ CÈu TrËn	lzlsky301	158	703	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_23.spr				44	1	2	0	180	0	0	0	2	7	159	-1	1	0	14	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					1	0	\script\skill\gaibang.lua	addphysicsdamage_p	dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		Hæ trî bÞ ®éng	0	0	0
Vßng §¶ CÈu TrËn	lzlsky301	159		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_23.spr				44	0	2	0	180	0	0	0	2	3	60	-1	1	1	14	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	\script\skill\gaibang.lua	addphysicsdamage_p	dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen			0	0	0
Ho¹t BÊt L­u Thñ	lzlsky301	160	32	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_33.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr			57	0	2	0	400	0	0	0	5	6	82	1	1	1	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					0	0	\script\skill\gaibang.lua	fastwalkrun_p	huabu_liushou	skill_cost_v	huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		huabu_liushou		Cai Bang tuyet ky, tu tang toc do di chuyen	0	0	0
Kh¸ng Long H÷u Hèi	lzlsky301	161	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_41.spr	\spr\skill\ÌìÈÌ\mag_bz_huo3_±¬Õ¨Ð§¹û.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	400	0	0	0	4	2	83	1	2	1	10	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	1	0	0	3		0					0	0	\script\skill\gaibang.lua	firedamage_v	kanglong_youhui	skill_eventskilllevel	kanglong_youhui	missle_speed_v	kanglong_youhui	skill_param1_v	kanglong_youhui	skill_cost_v	kanglong_youhui	seriesdamage_p	kanglong_youhui	skill_misslenum_v	kanglong_youhui	addskilldamage1	kanglong_youhui		kanglong_youhui		kanglong_youhui		Chiªu thøc cao cÊp, C¸I bang b¶ng chñ nhê nã mµ vang danh thiªn h¹	0	1	0
Bèng §¸ ¸c C©u	lzlsky301	162	1	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_31.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	0	400	0	0	5	4	3	84	0	16	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	2	1	0	0	0		0					0	0	\script\skill\gaibang.lua	physicsenhance_p	bangda_egou	firedamage_v	bangda_egou	skill_eventskilllevel	bangda_egou	missle_speed_v	bangda_egou	skill_attackradius	bangda_egou	skill_cost_v	bangda_egou	seriesdamage_p	bangda_egou	addskilldamage1	bangda_egou		bangda_egou		bangda_egou		Cao cÊp  thøc, biÕn ho¸ kh«n l­¬ng	1	0	0
Tóy §iÖp Cuång Vò	lzlsky301	163	22	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_gb_43.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr			43	0	2	0	400	0	0	0	4	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					1	0	\script\skill\gaibang.lua	allres_p	zuidie_kuangwu	addfiremagic_v	zuidie_kuangwu	addfiredamage_v	zuidie_kuangwu	deadlystrikeenhance_p	zuidie_kuangwu	skill_cost_v	zuidie_kuangwu		zuidie_kuangwu		zuidie_kuangwu		zuidie_kuangwu		zuidie_kuangwu		zuidie_kuangwu		C¸I b¨ng mËt kü, cã thÓ t¨ng tÊt c¶ kh¸ng tÝnh	0	0	0
Tiªu Diªu C«ng	lzlsky301	164	700	3	\spr\Ui\skill\åÐÒ£¹¦.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr			0	0	3	0	0	0	0	0	4	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	20	-2	0	0	0	0		0					0	0	\script\skill\gaibang.lua	castspeed_v	xiaoyao_gong	attackspeed_v	xiaoyao_gong		xiaoyao_gong																T¨ng tèc ®é di chuyÓn 	0	0	0
Phi Long T¹i Thiªn	lzlsky301	165	203	1	\spr\Ui\skill\ÁúÕ½ÔÚÒ°.spr	\spr\skill\ÌìÈÌ\mag_bz_huo3_±¬Õ¨Ð§¹û.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	400	0	0	1	4	8	166	1	1	0	11	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	167	0	0	80	0	-2	1	0	0	0		1					0	0	\script\skill\gaibang.lua	firedamage_v	feilong_zaitian	seriesdamage_p	feilong_zaitian	missle_speed_v	feilong_zaitian	skill_cost_v	feilong_zaitian	skill_eventskilllevel	feilong_zaitian	skill_skillexp_v	feilong_zaitian	skill_misslenum_v	feilong_zaitian		feilong_zaitian		feilong_zaitian		feilong_zaitian		Søc m¹nh cña rång, g©y s¸t th­¬ng cao	0	1	1
Phi Long T¹i Thiªn st	lzlsky301	166	203	0	\spr\Ui\skill\ÁúÕ½ÔÚÒ°.spr	\spr\skill\ÌìÈÌ\mag_bz_huo3_±¬Õ¨Ð§¹û.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	400	0	0	1	4	1	85	-1	3	1	11	1	0	5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	167	0	0	80	0	-2	1	0	0	20		1					0	0	\script\skill\gaibang.lua	firedamage_v	feilong_zaitian	seriesdamage_p	feilong_zaitian	missle_speed_v	feilong_zaitian	skill_cost_v	feilong_zaitian	skill_eventskilllevel	feilong_zaitian	skill_skillexp_v	feilong_zaitian	skill_misslenum_v	feilong_zaitian		feilong_zaitian		feilong_zaitian		feilong_zaitian			0	1	1
Long ChiÕn U D·	lzlsky301	167		0	\spr\Ui\skill\ÁúÕ½ÔÚÒ°.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	2	0	570	0	0	0	4	7	86	-1	1	1	11	1	0	5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	0	-2	1	0	0	20	0	0	0				0	0	\script\skill\gaibang.lua	firedamage_v	longzhan_yuye	seriesdamage_p	longzhan_yuye		longzhan_yuye		longzhan_yuye		longzhan_yuye		longzhan_yuye		longzhan_yuye		longzhan_yuye		longzhan_yuye		longzhan_yuye			0	1	1
Thiªn H¹ V« CÈu	lzlsky301	168	203	1	\spr\Ui\skill\ÌìÏÂÎÞ¹·.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	0	400	0	0	1	4	8	169	1	1	0	10	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	2	1	0	0	0		1					0	0	\script\skill\gaibang.lua	physicsenhance_p	tianxia_wugou	skill_cost_v	tianxia_wugou	seriesdamage_p	tianxia_wugou	firedamage_v	tianxia_wugou	skill_eventskilllevel	tianxia_wugou	skill_skillexp_v	tianxia_wugou	missle_speed_v	tianxia_wugou	skill_misslenum_v	tianxia_wugou		tianxia_wugou		tianxia_wugou		Bæng ph¸p cao cÊp, g©y s¸t th­¬ng cao	1	0	1
Thiªn H¹ V« Cèu st	lzlsky301	169	203	0	\spr\Ui\skill\ÁúÕ½ÔÚÒ°.spr	\spr\skill\ÌìÈÌ\mag_bz_huo3_±¬Õ¨Ð§¹û.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	400	0	0	1	4	1	87	-1	3	1	10	1	1	5	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	0	-2	1	0	0	20		1					0	0	\script\skill\gaibang.lua	physicsenhance_p	tianxia_wugou	skill_cost_v	tianxia_wugou	seriesdamage_p	tianxia_wugou	firedamage_v	tianxia_wugou	skill_eventskilllevel	tianxia_wugou	skill_skillexp_v	tianxia_wugou	missle_speed_v	tianxia_wugou	skill_misslenum_v	tianxia_wugou		tianxia_wugou		tianxia_wugou			1	0	1
Tµn D­¬ng Nh­ TuyÕt	lzlsky301	170	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_01.spr		\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	0	0	270	0	0	0	4	1	88	0	1	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	3	0	0	0	0		0					0	0	\script\skill\tianren.lua	physicsenhance_p	canyang_ruxue	firedamage_v	canyang_ruxue	skill_eventskilllevel	canyang_ruxue	missle_speed_v	canyang_ruxue	skill_attackradius	canyang_ruxue	skill_cost_v	canyang_ruxue	seriesdamage_p	canyang_ruxue	addskilldamage1	canyang_ruxue	addskilldamage2	canyang_ruxue		canyang_ruxue		Vâ c«ng nhËp m«n, s¸t th­¬ng cïng lóc nhiÒu ®èi thñ	1	0	0
§¬n ChØ LiÖt DiÖm	lzlsky301	171	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_31.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	0	0	280	0	0	0	4	1	89	0	1	1	11	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	1	0	0	0		0					0	0	\script\skill\tianren.lua	firedamage_v	tanzhi_lieyan	skill_eventskilllevel	tanzhi_lieyan	missle_speed_v	tanzhi_lieyan	skill_attackradius	tanzhi_lieyan	skill_cost_v	tanzhi_lieyan	seriesdamage_p	tanzhi_lieyan	addskilldamage1	tanzhi_lieyan	addskilldamage2	tanzhi_lieyan		tanzhi_lieyan		tanzhi_lieyan		NhËp m«n vâ c«ng, tÊn c«ng cïng lóc nhiÒu ®èi thñu3	0	1	0
